PILPROJ;Deb;PILPROJ_DEB_FR_1;Conversations;Quelle icône permet d'ajouter des participants à une conversation de groupe? ;Which icon can add participants to a group conversation? (To add a participant to a group conversation, which icon should I use?);Icône Activer la vidéo//Icône Ajouter des participants//Icône Détacher la fenêtre;Activate video icon//Add participants icon//Pop out chat icon;"Si je dois ajouter des nouvelles personnes à une conversation de groupe, j'utilise la fonctionnalité ""Ajouter des participants"" au lieu de créer une nouvelle conversation. ";"When I have to add new people to a group conversation, I use the ""Add Participants"" feature instead of creating a new conversation.";B;QCMUniqueImage
REU;Avance;REU_AVA_FR_9;Appels;Lors d'une présentation, je dois lancer une vidéo. Quel est le bon parcours pour que les participants entendent le son de ma vidéo à travers le partage d'écran ?;During a presentation, I have to launch a video. What is the right path for participants to hear the sound of my video through screen sharing?;"Ensuite je coche ""Inclure le système audio"" en haut à gauche de la fenêtre.//Enfin je partage la fenêtre contenant la vidéo.//Je sélectionne l'icône ""Partager du contenu"".//Tout d'abord Je démarre la réunion.";" I check ""Include audio system"" at the top left of the window.//I share the window containing the video.//I select the ""Share content"" icon.//I start meeting first.";Je peux également coller le lien de la vidéo dans le chat de la réunion, pour consultation ultérieure par les participants.;I can also paste the video link in the chat of the meeting, for further consultation by the attendees.;D//C//A//B;BonParcours
REU;Avance;REU_AVA_FR_10;Appels;Quelle icône permet de désactiver tous les micros des participants rejoignant une réunion? ;Which icon can disable all the microphones of attendees joining a meeting?;"Icône"" Désactiver mon micro""//Icône ""Inviter quelqu'un""//Icône ""Désactiver tous les micros""";" ""Turn off my microphone"" Icon//""Add someone"" Icon//Icon ""Deactivate all microphones""";Si nécessaire, je peux désactiver le micro des participants qui rejoignent ma réunion. ;If necessary, I can turn off the microphone of the attendees who join my meeting.;C;QCMUniqueImage
REU;Avance;REU_AVA_FR_11;Calendrier;Je suis en réunion avec 3 collègues, je projette mon bureau et l'un de mes collègues propose de prendre la main sur mon poste pour nous expliquer un process compliqué. Est-ce possible? ;I am in a meeting with 3 colleagues, I am sharing my desk and one of my colleagues suggests to take over my PC to explain a complicated process. Is that possible?;Oui, en donnant le contrôle à mon collègue.//Non, ce n'est pas possible dans Teams. ;Yes, by giving control to my colleague.//No, this is not possible in Teams.;Je peux donner le contrôle sur mon PC de façon souple, à des collègues qui participent à la même réunion que moi. En donnant le contrôle, je peux identifier la souris de mon collègue facilement car sa photo de profil apparaîtra à côté de sa souris. Je peux aussi reprendre ce contrôle très facilement.;I can give control over my PC to colleagues who are attending the same meeting as me. By giving control, I can identify my colleague's mouse easily because his profile picture will appear right next to his mouse. I can also take back that control very easily.;A;QCMUnique
REU;Avance;REU_AVA_FR_12;Calendrier;J'ai une réunion avec des filiales étrangères, quelle icône me permet d'activer le sous-titrage lors d'une réunion Teams? ;I have a meeting with foreign subsidiaries, which icon allows me to activate captioning at a Teams meeting?;"Icône ""Appliquer les effets d'arrière plan""//Icône ""Activer les sous-titres instantanés""//Icône ""Démarrer l'enregistrement""";"""Apply background effects"" icon//Icon ""Enable instant subtitles""//Icon ""Start the recording""";Grâce au sous-titrage instantané, nous nous comprenons plus facilement entre membres de filiales étrangères. Et c'est également très pratique pour les réunions inclusives !;Thanks to live subtitling feature, we understand each other more easily between members of foreign subsidiaries. And it is also very convenient for Inclusive Meetings!;B;QCMUniqueImage
REU;Avance;REU_AVA_FR_13;Équipe/Discussions;Mon correspondant du Japon a publié un message en japonais dans un canal.... Or je ne parle pas japonais. Comment prendre connaissance de son message? ;My colleague from Japan posted a message in Japanese in a channel.... I don't speak Japanese. How can I read his message ?;"Je l'appelle mais il est 23h au Japon… //J'utilise la fonction ""Traduire"" à droite du message.//Je copie son message et le colle dans mon navigateur internet pour utiliser un traducteur grand public non sécurisé.";"I call him but it's 11pm in Japan...//I use the ""Translate"" function to the right of the message.//I copy his message and paste it to my internet browser to use an unsecured consumer translator.";La traduction est disponible pour les messages dans les canaux et les conversations. ;Translation is available for messages in channels and conversations.;B;QCMUnique
REU;Avance;REU_AVA_FR_14;Équipe/Discussions;Quel est le bon parcours pour planifier une réunion directement depuis un canal d'équipe ?;What is the right path to schedule a meeting directly from a team channel?;"Je n'ai plus qu'à compléter les détails de la réunion que je vais créer. //Je clique ensuite sur l'icône ""Planifier une réunion"".//Je me place sur ""Répondre"" à la fin d'une publication.//Pour commencer, je vais dans le canal de l'équipe en question.";"All I have to do is complete the details of the meeting that I will create. I then click on the ""Plan a Meeting"" icon.//I click on ""Reply"" at the end of a post.//To begin with, I go to the team channel in question.";En planifiant des réunions d'équipe de cette manière, je n'ai pas besoin d'inviter les personnes individuellement. Je gagne ainsi du temps !;By planning team meetings in this way, I don't need to invite individuals. That's how I save time!;D//C//B//A;BonParcours
MOB;Deb;MOB_DEB_FR_1;Conversations;Depuis l'application mobile, quelle icône permet d'envoyer un message audio?;From the mobile application, which icon allows to send an audio message?;"Icône ""Appel audio""//Icône ""Appel vidéo""//Icône ""Micro"" ";"""Audio Call"" Icon//""Video Call"" icon//""Mic"" Icon";"En mobilité, j'utilise les messages audio pour échanger rapidement avec mes collègues via l'application mobile. Je maintiens l'icône ""Micro"" appuyée pour enregistrer le message, et je relâche une fois le message terminé, puis j'appuie sur l'icône ""Envoyer"".";"When I am away from my computer, I use audio messages to quickly connect with colleagues via mobile application. I keep my finger on the ""Microphone"" to record the message, I release the button once the message is over and then I press ""Send"" button.";C;QCMMultipleImage
MOB;Deb;MOB_DEB_FR_2;Conversations;Vrai ou faux? Je peux épingler une conversation d'un canal pour la retrouver rapidement sur l'application mobile.;True or false? I can pin a post from a channel in order to find it quickly on my mobile application.;Vrai//Faux;True//False;"Je retrouve facilement mes canaux favoris sur mobile en les épinglant. J'ouvre le canal, je clique sur l'icône ""…"" en haut à droite et je sélectionne ""Epingler le canal"". ";"By pinning channels, I can easily find my favorite ones on my mobile application. I go to the channel, I click on the ""..."" icon on the top right, and I select ""Pin the channel.""";A;QCMUnique
MOB;Deb;MOB_DEB_FR_3;Fichiers;Vrai ou faux ? Lorsque j'utilise Teams sur mon mobile, je peux consulter mes équipes et les fichiers associés. ;True or false ? When I use Teams on my mobile application, I have access to my Teams and the shared files.;Vrai//Faux;True//False;Je retrouve mon univers Teams partout avec moi, grâce à l'application mobile ! Au-delà des conversations, j'ai accès à mes équipes et aux bibliothèques de fichiers correspondants.;With my mobile application, I can access my Teams from anywhere! Besides my chats, I have access to my Teams and shared files.;A;QCMUnique
MOB;Deb;MOB_DEB_FR_4;Fichiers;Je consulte les fichiers d'une équipe depuis l'application mobile. Si je le souhaite, je peux ajouter :;I access my Teams files from my mobile application. If I want, I can add :;Un nouveau fichier.//Une nouvelle image/vidéo.//Un nouveau dossier.;A new file//An image//A video//A new folder;Je peux continuer à travailler dans mes équipes, d'où je veux et quand je veux, grâce à l'application Teams sur mobile.;I can keep working with my teams from anywhere with my Teams mobile application.;A//B//C;QCMMultiple
MOB;Deb;MOB_DEB_FR_5;Applications;Depuis l'application mobile, quel onglet me permet d'accéder aux messages et publications enregistrés?;From my mobile application, which tab allows me to access saved messages and posts?;"Onglet ""Activités""//Onglet ""Equipes""//Onglet ""Plus""";"""Activities"" tab//""Teams"" tab//""More"" tab";Même en déplacement, je peux accéder rapidement à mes messages et publications enregistrés. C'est pratique car je n'ai pas besoin de revenir sur mon PC pour les retrouver. ;I can quickly access to my saved messages and posts on the go. It's convenient as I do not need my PC to access them.;C;QCMUniqueVideo
MOB;Deb;MOB_DEB_FR_6;Applications;Je me promène dans la rue et viens de voir une nouvelle publicité d'un concurrent. J'aimerais prendre une photo avec mon téléphone et l'envoyer rapidement à mon responsable. Comment faire? ;I walk down the street and see the new ad from one of our competitors. I would like to take a picture with my phone and send quickly send it to my manager. How do I do this?;Je peux prendre une photo directement depuis l'application Teams !//J'utilise l'appareil photo de mon mobile et je lui partage par email.//J'utilise l'appareil photo de mon mobile, je la télécharge sur mon PC et je lui partage sur Teams.;I can take a picture directly from the app Teams!//I can use my mobile camera and share the picture through email.//I can use my camera, I download the picture on my computer, then send it on Teams.;"Grâce à la fonctionnalité ""Caméra"" intégrée dans Teams, je peux être réactif.ve et partager des informations rapidement à mes collègues. Je peux prendre une photo d'un problème technique sur un chantier, un mauvais affichage en magasin, une photo d'un document, d'une carte de visite ou simplement leur partager le menu du midi. Pour cela, j'ouvre l'application, j'appuie sur ""Plus"" et je sélectionne ""Caméra"". Je la partage ensuite dans une conversation ou dans un canal !";"With the ""Camera"" feature embedded in Teams, I can react quickly and share information with my colleagues. I can take a picture of anything, by opening the Teams application, pressing ""More"" and selecting ""Camera"". I can then share the picture in a chat or a channel";A;QCMUnique
MOB;Deb;MOB_DEB_FR_7;Statut/Raccourcis;Quel statut privilégier sur Teams, lorsque je suis en rendez-vous client et que je ne veux pas être dérangé.e? ;Which status should I select when I am in a customer meeting and do not want to be disturbed?;"Statut ""Disponible""//Statut ""Occupé""//Statut ""Ne pas déranger""";"""Available"" status//""Busy"" status//""Do not disturb"" status";Je peux modifier manuellement mon statut sur Teams même depuis l'application mobile.;I can change my status on Teams, even from the mobile app.;C;QCMMultipleImage
MOB;Deb;MOB_DEB_FR_8;Statut/Raccourcis;Je sais que j'ai posté une réponse importante à un message d'Alex, mais je ne sais plus dans quelle équipe Teams. Comment retrouver mon message? ;I know I discussed with Alex in a channel, but I do not remember on which one. What can I do to search for the thread?;"J'appelle Alex pour lui demander dans quelle équipe il avait posté son message.//J'envoie un email à Alex.//Je peux retrouver mes dernières activités dans mes équipes depuis l'onglet ""Activité"". ";"I call Alex and asked him in which channel we discussed//I send an email to Alex.//I can find my latest activities in the ""Activity"" tab.";"Cela m'arrive de vouloir retourner sur une publication à laquelle j'ai réagi. Pour retrouver mes dernières activités dans les différentes équipes Teams auxquelles j'appartiens, je vais dans l'onglet ""Activité"" et je sélectionne ""Mon activité"" au lieu de ""Flux"".";"From time to time I need to find a chat we've previously had in Teams. To look back at my latest responses, I can go into  the ""Activity"" tab and select ""My Activities""";C;QCMUnique
MOB;Deb;MOB_DEB_FR_9;Appels;Que fait Alex dans cette vidéo? ;What is Alex doing in this video?;Il partage un fichier à son manager.//Il lance un appel audio avec son manager.//Il lance un appel vidéo avec son manager. ;He shares a file to his manager.//He starts an audio call with his manager.//He starts a video call with his manager.;Je transforme rapidement mes conversations en appel visio pour faire un point rapide avec mes interlocuteurs. ;I can quickly turn my current chat into a video call if needed;C;QCMUniqueVideo
MOB;Deb;MOB_DEB_FR_10;Appels;Je suis dans un environnement bruyant (gare, aéroport, usine) mais je veux tout de même suivre la réunion de 17h sur Teams. Que dois-je éviter ?  ;I'm in a noisy environment (train station, airport, school) but I still want to join my 5pm meeting on Teams. What should I not do?;D'activer mon micro lorsque je ne parle pas.//De ne pas utiliser un casque ou des écouteurs pour mieux entendre et être mieux entendu.e.//D'activer ma caméra.//De jouer avec mes clés pendant la réunion.;Unmute myself when I don't speak//Don't use a headset to hear and better be heard//Activate my camera//Play with my keychain while listening;Je peux tout à fait suivre une réunion Teams même dans un environnement bruyant.;I can totally attend a Teams meeting, even in a noisy environment.;D;QCMUnique
MOB;Deb;MOB_DEB_FR_11;Calendrier;"Je suis en déplacement professionnel et on m'a volé mon ordinateur portable professionel. 
Comment participer à la réunion Teams très importante à 17H? ";I am on a business trip and my laptop has just been stolen. Now I am supposed to join a scheduled meeting. What shall I do?;Je m'y connecte grâce à mon téléphone, via l'application Teams.//J'utilise l'ordinateur de l'hôtel mis à disposition de tous, je lance Office.com, je me connecte avec mon identifiant et mon mot de passe, et je choisis Teams.//Je ne participe pas à la réunion. ;I can join the meeting with my Teams mobile app//I can use someone else's computer, connect to Office.com, log in, then go to Teams//I give up on joining the meeting;Même sur un ordinateur qui n'est pas le mien (personnel ou professionnel), je peux retrouver mon environnement de travail via Office.com : Teams, mes documents avec OneDrive, mes emails sur Outlook….;Even on a computer that is not mine, I can easily find my work environment and my files through Office.com : Teams, my documents with Onedrive, my emails on Outlook ....;A//B;QCMMultiple
MOB;Deb;MOB_DEB_FR_12;Calendrier;Je viens de voir dans mon agenda que j'ai une réunion Teams à 15h. Le créneau ne me convient pas car j'ai un rendez-vous à l'extérieur à la même heure. Par contre, je suis disponible une heure avant. Comment faire? ;A meeting is in my TEAMS calendar today at 3pm. I can't make it at that time, however I'm free one hour earlier, what's the best way to proceed?;"Tant pis, je n'assiste pas à la réunion.//J'appelle l'organisateur de la réunion et je lui demande de changer l'horaire de la réunion.//J'ouvre la réunion sur Outlook et j'utilise l'option ""Proposition d'un nouvel horaire"". ";"Too bad I won't attend the meeting.//I'll get in touch with the meeting organizer and ask him to change the meeting schedule.//I open the Outlook meeting and I use the option ""Propose a new time.""";Quand je reçois une invitation à une réunion, je réponds toujours à l'organisateur en lui disant si j'accepte, je refuse ou si je suis disponible provisoirement pour sa réunion. Si le créneau ne me convient pas, j'utilise l'Assistant de planification et je propose un nouveau créneau sur lequel les autres participants sont également disponibles.;When receiving a meeting invitation, I always reply to the organizers whether I accept, refuse or provisionally accept this meeting. If I can't make it at this time, I can propose another slot by using the Schedule Wizard.;C;QCMUnique
MOB;Deb;MOB_DEB_FR_13;Équipe/Discussions;"Dans l'application Teams sur mon PC, dans l'onglet ""Equipes"", j'ai épinglé 3 canaux clés que je consulte très régulièrement. Vais-je retrouver ces 3 canaux dans l'application Teams sur mobile? ";On my laptop, I pinned 3 channels in Teams which I use regularly. Will I be able to find these three channels in the Teams mobile application?;Oui bien sûr !//Non, les paramétrages sont propres à chaque environnement : PC d'un côté, mobile de l'autre.;Yes of course//No, the settings depend on each environment: PC on one side, mobile on the other side.;;#VALUE!;A;QCMUnique
MOB;Deb;MOB_DEB_FR_14;Équipe/Discussions;Depuis l'application mobile Teams,  quel bouton me permet de créer une nouvelle publication dans un canal? ;Using Teams on my mobile, how can I create a new publication in a channel?;"L'icône ""Clôche""//L'icône ""Plus""//L'icône ""Nouvelle publication""";"Pressing on : The ""Bell"" icon//The ""More"" icon//The ""New Announcement"" button";Je continue à interagir avec mes collègues, d'où je veux et quand je veux, grâce à l'application Teams sur mobile.;I can keep working on the go : anywhere, anytime, thanks to the Teams application on mobile.;C;QCMMultipleImage
MOB;Inter;MOB_INT_FR_1;Conversations;J'ai appelé notre expert technique pour une intervention d'urgence dans une usine car une machine est tombée en panne. Le site est grand et le technicien n'arrive pas à se repérer. Quel est le bon parcours pour lui partager ma position?;Working from a factory, I called our technical expert for an emergency as a machine broke down. The site is large and the technician is lost, he can't find the machine : what is the best way to share my position with him?;"Je commence par ouvrir l'application mobile et je vais dans l'onglet ""Conversation"".//Je sélectionne l'option ""Emplacement"".//Je clique sur les trois petits points ""…"".//Enfin, je vérifie les coordonnées et je clique sur ""Partager la position"".  ";"I begin by opening TEAMS mobile application and go to the ""Conversation"" tab.//I select ""Location"".//I click on the three dots ""..."".//Finally, I check my details and I click ""Share location.""";Si je dois intervenir dans un lieu que je ne connais pas ou encore si je tombe en panne en allant à un rendez-vous client, à tout moment, je peux partager ma localisation via l'onglet Conversation de l'application Teams. Pratique pour aider mon interlocuteur à s'orienter!;When going to a place I do not know or if I need special help, I can share my location via the Teams application Chat tab. It makes it easier for people to meet up! ;A//C//B//D;BonParcours
MOB;Inter;MOB_INT_FR_2;Conversations;Ma collègue semble indisponible et ne répond pas à mon message. Je souhaite la relancer, que puis-je faire ?;One of my colleague seems unavailable and does not respond to my message. What can I do to get in touch with him / her?;"Je vérifie son statut Teams. //Je l'appelle.//Je me fais avertir lorsque son statut passe à ""Disponible"".";"I check their Teams status.//I call him/her.//I ask to be notified when his or her status changes to ""Available.""";Quand un.e de mes collègues n'est pas disponible tout de suite, si le sujet n'est pas urgent, j'attends patiemment qu'il.elle me réponde et je ne lui envoie pas d'e-mail – je risque de le.la noyer sous les notifications. Je pourrai le.la relancer lorsqu'il.elle sera de nouveau disponible (pastille verte).;When one of my colleague is not instantly 'available' - for non urgent matters - I can wait until he/she replies without sending email to avoid too many notifications. When he/she shows an 'available' status, I can then reach out.;A//C;QCMMultiple
MOB;Inter;MOB_INT_FR_3;Fichiers;Je souhaite travailler sur une présentation simultanément avec mon collègue qui n'est pas sur site. Comment procéder pour que l'on ait la même version? ;I'd like to work on a document at the same time as one of my colleagues. How can we make sure we have the same version?  ;"Je lui envoie un email et je lui partage le fichier en pièce jointe.//Je crée une équipe à deux dans Teams et je lui partage le fichier.//Je télécharge le fichier dans l'onglet ""Fichiers"" de notre conversation privée.//Je lui partage le lien OneDrive du fichier dans notre conversation privée. ";"I send my colleague an email and share an enclosed document.//I create a team in Teams for the two of us, I then share the file.//I download the file in the ""Files"" tab of our private conversation.//I share a OneDrive link in our private conversation.";Si je dois travailler sur un même fichier avec une personne spécifique, je privilégie le partage de fichiers, plutôt que d'envoyer des versions successives par email.;When working on the same document with another person, I prefer file sharing, rather than sending successive versions by email.;C//D;QCMMultiple
MOB;Inter;MOB_INT_FR_4;Fichiers;"J'utilise l'application Teams sur mobile. Je souhaite consulter le fichier Excel attaché à la conversation de groupe ""Prévisions des ventes 2021"". Quel est le bon parcours pour le consulter? ";"When using TEAMS mobile app, I'd like to check an Excel file attached to the group conversation ""Sales Forecast 2021."" What is the best way to achieve this? ";"Je recherche la conversation nommée ""Prévisions des ventes 2021"".//Je commence par aller dans mes ""Conversations"".//Je clique sur la conversation pour l'ouvrir.//Enfin, je clique sur l'onglet ""Fichiers"" de la conversation pour accéder au fichier. ";"I search the chat named ""Sales Forecast 2021"".//I first go into my ""Chat"".//I click to open the conversation.//Finally, I click on the ""Files"" tab of the conversation to access the file.";Comme sur la version PC de Teams, les fichiers attachés aux conversations de groupe restent accessibles en mobilité. ;Files attached to group conversations remain accessible from Teams mobile app.;B//A//C/D;BonParcours
MOB;Inter;MOB_INT_FR_5;Applications;"Je suis en déplacement professionnel et je souhaite accéder à la chaîne Stream épinglée dans le canal ""Veille et formations"" de mon équipe Teams. Puis-je le faire depuis l'application mobile Teams? ";"While travelling, I'd like to view the Stream videos pinned in the channel ""Competitive Intelligence - Training""  in Teams. Can I do it from Teams mobile App?";Oui, sur mobile je retrouve également les applications épinglées aux canaux très facilement.//Non, j'ai besoin de mon PC pour accéder à cette chaîne Stream. ;Yes, I can also find pinned channels from my Teams mobile application.//No, I need to connect from my laptop to access this Stream channel.;;#VALUE!;A;QCMUnique
MOB;Inter;MOB_INT_FR_6;Applications;"Depuis l'application mobile Teams, que puis-je retrouver dans l'onglet ""Plus"" de mes conversations? ";"When using Teams mobile application, what information can I find from the ""Plus"" in my conversations?";"Des applications Microsoft comme ""OneNote"".//Des applications tierces, si elles sont autorisées par mon entreprise.//Des Emojis.";"Microsoft applications such as ""OneNote"".//Third party applications, if allowed by my entreprise.//Emojis.";Teams est un véritable hub de collaboration! Je n'ai pas à sortir de Teams pour accéder à toutes mes applications métiers même en mobilité. ;Teams is really a collaborative hub! I don't need to get out of Teams to access all my business applications!;A//B;QCMMultiple
MOB;Inter;MOB_INT_FR_7;Statut/Raccourcis/Raccourcis;Je ne serai pas disponible tout l'après-midi et je souhaite rediriger mes contacts, quelqu'ils soient, vers Julie. Comment faire?;I won't be available all afternoon and I would like to redirect all my contacts to Julie. How can I do it ?;Je personnalise mon message de statut en mentionnant Julie comme personne à contacter. //J'informe uniquement les personnes de mon équipe de mon absence.//Je personnalise mon message d'absence dans Outlook en intégrant les coordonnées de Julie. ;I personalize my status message stating Julie as the go to contact while I am out of the office.//I only inform people in my team about my absence.//I set automatic replies in Outlook and integrate Julie's contact information in the message.;"En déplacement ou en congé, j'ajoute dans mon message de statut la personne à contacter durant mon absence. Je coche toujours la case ""Afficher lorsque des personnes m'envoient un message"" pour informer mes interlocuteurs. ";"While traveling or on vacation, I always update my status message with a person to contact while I am away. I always check the ""Show when people send a message"" checkbox to inform my contacts.";A//C;QCMMultiple
MOB;Inter;MOB_INT_FR_8;Statut/Raccourcis/Raccourcis;Vrai ou faux? Je peux modifier l'ordre des boutons en bas de l'application Teams sur mobile.;True or false? I can change the order of the buttons on the bottom of the Teams mobile application.;"Vrai, en appuyant sur l'onglet ""…"" (Plus) en bas à droite de l'interface,je peux ""Réorganiser"" les éléments par rapport aux autres.//Faux, l'ordre des boutons n'est pas modifiable sur l'application mobile. ";"True, pressing the ""..."" tab (More) at the bottom right of the interface, I can ""reorganize"" elements.//False, the order of the buttons cannot be changed on the mobile application.";Ce qui est top dans Teams c'est que je peux le personnaliser à mon image ! Je peux modifier l'ordre des onglets, ajouter mes applications métiers et choisir la couleur de l'interface ! ;What is great in Teams is that I can customize my picture! I can change the order of tabs, add my business applications and choose the color of the interface!;A;QCMUnique
MOB;Inter;MOB_INT_FR_9;Appels;Comment faire pour rejoindre une réunion Teams en composant un numéro de téléphone?;How can I join a Teams meeting by dialing a phone number?;Ce n'est pas possible, si je n'ai pas de réseau internet, je ne peux pas rejoindre les réunions Teams.//Pour rejoindre une réunion Teams par téléphone, il me suffit de composer le numéro présent dans l'invitation.//Je dois demander aux services généraux si la salle de réunion dispose d'un téléphone. ;It is not possible, if I do not have Internet, I cannot join Teams meetings.//To join a Teams meeting by phone, just call the number embedded in the invitation.//I have to ask general services if the meeting room has a phone number.;Je réserve cet usage pour les cas où je n'ai pas de connexion Internet ou un faible débit internet. En rejoignant une réunion par téléphone, je n'ai pas accès aux vidéos (donc au partage d'écran s'il y en a), seulement à l'audio.;I prefer to keep this option for occasions when I have no internet connection or low internet speed. When joining a meeting by telephone, I do not have access to videos (hence to screen sharing if any), only audio.;B;QCMUnique
MOB;Inter;MOB_INT_FR_10;Appels;Est-ce que je peux mettre un appel en attente, si je reçois un autre appel au même moment? ;Can I put a call on hold if I get another call at the same time?;En décrochant un autre appel simultanément, je mets automatiquement l'appel en cours en attente.// En décrochant un autre appel simultanément, je mets automatiquement fin à l'appel en cours.//Non ce n'est pas possible, cette fonctionnalité n'existe pas sur Teams. ;By answering another call simultaneously, I automatically put the current call on hold.//By taking another call simultaneously, I automatically put an end to the current call.//No this is not possible, this feature does not exist in Teams.;Lorsque j'attends un appel important et que je suis déjà en ligne avec un autre interlocuteur, j'informe ce dernier que je le mets en attente quelques instants et je le reprends dès que possible. ;When I expect an important call and I'm already on the phone with another person, I inform him/her that I will put the call on hold for a while and I will return as soon as possible.;A;QCMUnique
MOB;Inter;MOB_INT_FR_11;Calendrier;Il est 13h55, je sors du tramway et je lance ma réunion de 14h sur l'application mobile Teams. J'ai alors accès: ;It's 1:55pm, I get out of the tramway and I launch my 2pm Teams meeting on the mobile app. I can then access:;Aux contenus audio et vidéo de la réunion.//A la conversation de la réunion.//Aux fichiers partagés.//Toutes les réponses citées ci-dessus.;The audio and video of the meeting.//The conversation of the meeting.//The shared files.//All of the elements mentioned.;Quand j'ai un peu de retard à une réunion physique, je me connecte à la réunion depuis l'application mobile et j'avertis mes interlocuteurs que j'arrive bientôt. ;When I run a little late on a physical meeting, I connect from the mobile application and I warn other participants I am coming soon.;D;QCMUnique
MOB;Inter;MOB_INT_FR_12;Calendrier;J'ai accepté une réunion programmée pour cet après-midi mais finalement je ne peux pas y assister car j'ai un rendez-vous chez un client. Comment en informer l'organisateur.rice de la réunion?;I accepted a meeting scheduled for this afternoon, but it turns out that I cannot attend because I have an appointment with a customer. How can I inform the organizor of the meeting?;"Je lance une conversation de groupe avec tous les participants de la réunion.//Je l'appelle sur Teams.//Depuis mon calendrier Teams, je modifie ma réponse en cliquant sur ""Refuser"" et en ajoutant un commentaire.";"I start a group conversation with all of the participants of the meeting.//I call the organizor on my Teams calendar.//From Teams, I change my answer by clicking ""Decline"" and add a comment.";Quand mon agenda est chargé et que je ne peux finalement pas assister une réunion, je modifie ma réponse et j'ajoute une note expliquant le motif de refus. Comme cela j'évite de déranger l'organisateur.rice dans son travail et il.elle a une vue à jour des réponses des participants de sa réunion. ;When my schedule is busy and it turns out that I cannot attend a meeting, I change my answer and I add a note explaining the reason for declining. By doing so, I avoid disturbing the organizor in his/her work and he/she has access to participant's acceptance updated for the meeting.;C;QCMMultiple
MOB;Inter;MOB_INT_FR_13;Équipe/Discussions;Quel est le bon parcours dans l'application mobile Teams, pour retrouver rapidement les publications où on me mentionne? ;What is the right path in mobile applications in Teams to quickly locate posts that mention me?;"Je clique sur l'icône ""Filtrer"".//Je sélectionne ""Mentions"". //J'ouvre l'application mobile.//Je vais dans l'onglet ""Activité"".";"I click on the ""Filter"" icon.//I select ""Mentions.""//I open the mobile app.//I go to the ""Activity"" tab.";Si je ne me suis pas connecté.e depuis un moment sur Teams, je repère rapidement les publications qui me concernent directement en filtrant mes notifications. ;If I haven't been connected to Teams for a while, I quickly locate the posts that concern me directly by filtering my notifications.;C//D//A//B;BonParcours
MOB;Inter;MOB_INT_FR_14;Équipe/Discussions;Puis-je créer une équipe Teams directement depuis mon application mobile, pour commencer à travailler sur le nouveau projet Motus? ;Can I create a new Teams directly from my mobile to start working on the new Motus project?;Oui, je peux nommer l'équipe, lui donner une description et même définir si elle est privée ou publique.//Non, je ne peux créer d'équipes Teams que via l'application PC. ;Yes, I can name the team, give it a description and even define whether it is private or public.//No, I can only create a new Teams via the PC application.;Je suis libre de créer des équipes Teams depuis l'application mobile, la version web ou l'application PC. ;I am free to create a new Teams from the mobile application, the web version or the PC application.;A;QCMUnique
MOB;Avance;MOB_AVA_FR_1;Conversations;Quelles sont les fonctionnalités de conversation disponibles uniquement sur l'application mobile? ;What are the chat features only available on mobile?;Répondre à un message spécifique//Transférer un message//Enregistrer un message dans les favoris//Envoyer un message audio;Answer a specific message//Forward a message//Save the message as favorites//Send an audio message;Dans une conversation de groupe, répondre en prenant un message en référence permet à mes interlocuteurs de comprendre à quel message ma réponse fait référence. Il est pertinent de procéder de cette manière quand je veux répondre à un message placé plus haut dans la conversation.;In a group conversation, responding by refering to the original thread enables users to understand what message my answer refers to. It is wise to proceed this way when I want to reply to an older message in the conversation.;A//B//D;QCMMultiple
MOB;Avance;MOB_AVA_FR_2;Conversations;Sur l'application mobile Teams, je souhaite activer les confirmations de lecture pour indiquer à mes contacts que j'ai lu leurs messages, et recevoir une confirmation de lecture des miens. Quel est le bon parcours? ;On mobile Teams, I want to enable confirmations to indicate to my contacts that I have read their messages and receive a receipt from my contacts. What is the right way to do this?;"Je sélectionne ensuite ""Messagerie"".//Je sélectionne ""Paramètres"".//Enfin, j'active les ""Confirmations de lecture"".//Pour commencer, j'appuie sur l'icône avec les trois barres en haut à gauche de l'application pour accéder à mon profil.
";"I select ""Messaging"".//I select ""Settings"".//Finally, I activate the ""Read reports"".//To start, I press the icon with the three dots at the top left of the application to access my profile.
";Je peux également activer les confirmations de lecture depuis mon PC.;I can also enable read confirmations from my PC.;D//B//A//C;BonParcours
MOB;Avance;MOB_AVA_FR_3;Fichiers;Je participe à une réunion à distance depuis mon application PC Teams. Mon responsable est en train de partager les résultats trimestriels. Je n'arrive pas très bien à lire les chiffres des graphiques. Comment faire pour obtenir un meilleur aperçu du contenu partagé? ;I participate to a remote meeting from my PC Teams app. My manager is sharing the quarterly results. I can't read the results very well. How do I get a better overview of shared content?;"Je n'ai pas la main, je dois me contenter de ce qu'il projette.//Je peux effectuer un zoom avant/arrière en maintenant la touche ""Ctrl"" enfoncée et en faisant défiler la souris.//Je peux effectuer un zoom avant/arrière en utilisant les raccourcis clavier ""Ctrl +"" et ""Ctrl -"" .";"I don't have the control, I have to settle for what he/she projects.//I can zoom in/out by holding the ""Ctrl"" button down and scrolling the mouse.//I can zoom in/out using the keyboard shortcuts ""Ctrl+"" and ""Ctrl-. """;;#VALUE!;B//C;QCMMultiple
