Module;Niveau;#;Sous-Thématiques;Questions;Réponses;Bonnes pratiques;Réponses attendues;Mécaniques
MOB;Deb;MOB_DEB_FR_12;Calendrier;Je viens de voir dans mon agenda que j'ai une réunion Teams à 15h. Je n'avais pas répondu à l'organisateur. Le créneau ne me convient pas car j'ai un rendez-vous à l'extérieur à la même heure. Par contre, je suis disponible une heure avant. Comment faire? ;Tant pis, je n'assiste pas à la réunion.//J'appelle l'organisateur de la réunion et je lui demande de changer l'horaire de la réunion.//J'ouvre la réunion sur Outlook et j'utilise l'option Proposition d'un nouvel horaire. ;Quand je reçois une invitation à une réunion, je réponds toujours à l'organisateur en lui disant si j'accepte, je refuse ou si je suis disponible provisoirement pour sa réunion. Si le créneau ne me convient pas, j'utilise l'Assistant de planification et je propose un nouveau créneau  où les autres participants sont également disponibles.;C;QCMUnique
MOB;Deb;MOB_DEB_FR_13;Équipe/Discussions;Dans l'application Teams sur mon PC, dans la partie Equipes, j'ai épinglé 3 canaux clés que je consulte très régulièrement. Vais-je retrouver ces 3 canaux dans l'application Teams sur mobile? ;Oui, je retrouverai les canaux que j'ai épinglés//Non, les paramétrages sont propres à chaque environnement : PC d'un côté, mobile de l'autre;;A;QCMMultiple
MOB;Deb;MOB_DEB_FR_14;Équipe/Discussions;Par quel bouton puis-je créer une nouvelle publication dans un canal, depuis l'application mobile Teams? ;"L'icône ""Plus""//L'icône ""Nouvelle publication""//L'icône ""Clôche""";Je peux continuer à travailler dans mes équipes, d'où je veux et quand je veux, grâce à l'application Teams sur mobile.;B;QCMMultipleImage
MOB;Inter;MOB_INT_FR_1;Conversations;J'ai appelé notre expert technique pour une intervention d'urgence dans une usine car une machine est tombée en panne. Le site est grand et le technicien a du mal à se repérer. Quel est le bon parcours pour lui partager ma position?;"J'ouvre l'application mobile et je vais dans l'onglet ""Conversation"".//Je sélectionne l'option ""Emplacement"".//Je clique sur les trois petits point ""…""//Je vérifie les coordonnées et je clique sur Partager la position.  ";Si je dois intervenir dans un lieu que je ne connais pas ou encore si je tombe en panne en allant à un rendez-vous client, à tout moment, je peux partager ma localisation via l'onglet Conversation de l'application Teams. Pratique pour aider mon interlocuteur à s'orienter!;A//C//B//D;BonParcours
MOB;Inter;MOB_INT_FR_2;Conversations;Mon collègue semble indisponible et ne répond pas à mon message. Je souhaite le relancer, que puis-je faire ?;"Je vérifie son statut. //J'attends patiemment qu'il me réponde.//Je me fais avertir lorsque le statut de mon contact passe à ""disponible""";"Mon collègue n'est peut-être pas disponible tout de suite. Si le sujet n'est pas urgent, j'attends patiemment qu'il me réponde et ne lui envoie pas de e-mail – je risque de le noyer sous les notifications.
Je pourrai le relancer lorsqu'il sera à nouveau disponible (pastille verte).";A//C;QCMMultiple
MOB;Inter;MOB_INT_FR_3;Fichiers;Je souhaite travailler sur une présentation simultanément avec mon collègue qui n'est pas sur site. Comment procéder pour que l'on ait la même version? ;"Je lui envoie un email et je lui partage le fichier en pièce jointe.//Je crée une équipe à deux dans Teams et je lui partage le fichier.//Je télécharge le fichier dans l'onglet ""Fichiers"" de notre conversation privée.//Je lui partage le lien OneDrive du fichier dans notre conversation privée. ";Si je dois travailler sur un même fichier avec une personne spécifique, je privilégie le partage de fichiers, plutôt que d'envoyer des versions successives par email.;C//D;QCMMultiple
MOB;Inter;MOB_INT_FR_4;Fichiers;"J'utilise l'application Teams sur mobile. Je souhaite consulter le fichier Excel attaché à la conversation de groupe ""Prévisions des ventes 2021"". Quel est le bon parcours pour le faire? ";"Je recherche la conversation ""Prévisions des ventes 2021""//Je vais dans mes conversations//Je clique sur la conversation pour l'ouvrir.//Je clique sur l'onglet Fichiers de la conversation, pour consulter le fichier Excel. ";Comme sur la version PC de Teams, les fichiers attachés aux conversations de groupe restent accessibles en mobilité. ;B//A//C/D;BonParcours
MOB;Inter;MOB_INT_FR_5;Applications;"Je suis en déplacement professionnel et souhaite accéder à la chaine Stream épinglée dans le canal ""Veille et formations"" de mon équipe Teams. Puis-je le faire depuis l'application Teams? ";Oui, je retrouve les applications épinglées aux canaux très facilement, sur l'application mobile Teams//Non, j'ai besoin de mon PC pour accéder à cette chaine Stream. ;;A;QCMMultiple
MOB;Inter;MOB_INT_FR_6;Applications;"Que puis-je retrouver dans l'onglet ""Plus"" de mes conversations individuelles ou de groupe, sur l'application mobile Teams? ";Des applications Microsoft comme OneNote//Des applications tierces, si elles sont autorisées par mon entreprise//Des Gifs;Teams est un véritable hub de collaboration! Je n'ai pas à sortir de Teams pour accéder à toutes mes applications métiers même en mobilité. ;A//B;QCMMultiple
MOB;Inter;MOB_INT_FR_7;Statut/Raccourcis/Raccourcis;Je ne serai pas disponible tout l'après-midi et je souhaite rediriger mes contacts vers un collègue. Comment puis-je faire?;Je personnalise mon message de statut en ajoutant la personne à contacter. //J'informe uniquement les personnes de mon équipe de mon absence.//Je personnalise mon message d'absence dans Outlook en intégrant les coordonnées de mon/ma collègue. ;"En déplacement ou en congé, j'ajoute dans mon message de statut la personne à contacter durant mon absence. Je coche toujours la case ""Afficher lorsque des personnes m'envoient un message"" pour informer mes interlocuteurs. ";A//B;QCMMultiple
MOB;Inter;MOB_INT_FR_8;Statut/Raccourcis/Raccourcis;Vrai ou faux? Je peux modifier l'ordre des boutons en bas de l'application Teams, à ma convenance. ;"Faux, l'ordre des boutons n'est pas modifiable. //Vrai, en appuyant sur ""…Plus"" en bas à droite, puis sur ""Réorganiser"" et en faisant glisser les éléments par rapport aux autres.";Ce qui est top dans Teams c'est que je peux le personnaliser à mon image! Je peux modifier les ordres des onglets, ajouter mes applications métiers et choisir la couleur de l'interface ! ;B;QCMMultiple
MOB;Inter;MOB_INT_FR_9;Appels;Comment faire pour rejoindre une réunion Teams par téléphone?;Ce n'est pas possible, si je n'ai pas de réseau internet, je ne peux pas rejoindre les réunions Teams.//Pour rejoindre une réunion Teams par téléphone, il me suffit de composer le numéro présent dans l'invitation.//Je dois demander aux services généraux si la salle de réunion dispose d'un téléphone. ;Je réserve cet usage pour les cas où je n'ai pas de connexion Internet ou un faible débit internet. En rejoignant une réunion par téléphone, je n'ai pas accès aux vidéos, seulement à l'audio.;B;QCMMultiple
MOB;Inter;MOB_INT_FR_10;Appels;Est-ce que je peux mettre un appel en attente, si je reçois un autre appel au même moment? ;//En décrochant un autre appel simultanément, je mets automatiquement l'appel en cours en attente.// En décrochant un autre appel simultanément, je mets automatiquement fin à l'appel en cours.//Non ce n'est pas possible, cette fonctionnalité n'existe pas sur Teams. ;Lorsque j'attends un appel important et que je suis déjà en ligne avec un autre interlocuteur, pour ne pas lui raccrocher au nez, j'informe ce dernier que je le mets en attente quelques instants et je le reprends dès que possible. ;A;QCMUnique
MOB;Inter;MOB_INT_FR_11;Calendrier;Quand je participe à une réunion Teams depuis l'application mobile j'ai accès: ;//Aux contenus audio et vidéo de la réunion//A la conversation de la réunion//Aux fichiers partagés//Toutes les réponses citées ci-dessus;Quand je dois assister à une réunion et que je ne suis pas encore sur place, je me connecte à la réunion depuis l'application mobile et j'avertis mes interlocuteurs que je suis en ligne et que j'arrive bientôt. ;D;QCMMultiple
MOB;Inter;MOB_INT_FR_12;Calendrier;J'ai accepté une réunion programmée pour cet après-midi mais finalement je ne peux pas y assister car j'ai un rendez-vous chez un client. Comment en informer l'organisateur de la réunion?;"Je lance une conversation de groupe avec tous les participants de la réunion.//Je l'appelle sur Teams.//Depuis mon calendrier Teams, je modifie ma réponse en cliquant sur ""Refuser"" et en ajoutant un commentaire.";Quand mon agenda est chargé et que je ne peux finalement pas assister une réunion. Je modifie ma réponse et j'ajoute une note expliquant le motif de refus. Comme cela j'évite de déranger l'organisateur dans son travail et il a une vue à jour des réponses des participants de sa réunion. ;C;QCMMultiple
MOB;Inter;MOB_INT_FR_13;Équipe/Discussions;Quel est le bon parcours pour retrouver rapidement les publications où on me mentionne? ;"Je clique sur l'icône Filtrer.//Je sélectionne ""Mentions"". //Je clique sur les points ""…""//Je vais dans l'onglet ""Activité"".";Si je ne me suis pas connectée depuis un moment sur Teams, je repère rapidement les publications qui me concernent directement en filtrant mes notifications. ;D//A//C//B;BonParcours
MOB;Inter;MOB_INT_FR_14;Équipe/Discussions;Puis-je créer une équipe Teams directement depuis mon application mobile? ;Oui, je peux la nommer, lui donner une description, établir si elle est privée ou publique//Non;Je n'ai pas besoin d'être devant mon PC pour créer des équipes Teams.;A;QCMMultiple
MOB;Avance;MOB_AVA_FR_1;Conversations;Quelles sont les fonctionnalités de conversation disponibles uniquement sur l'application mobile? ;Répondre à un message spécifique,//Transférer un message,//Enregistrer un message dans les favoris,//Envoyer un message audio;Dans une conversation de groupe, répondre en prenant un message en référence permet à mes interlocuteurs de comprendre à quel message ma réponse fait référence. Il est pertinent de procéder de cette manière quand je veux répondre à un message placé plus haut dans la conversation.;A//B//D;QCMMultiple
MOB;Avance;MOB_AVA_FR_2;Conversations;Sur l'application mobile Teams, je souhaite activer les confirmations de lecture : pour indiquer à mes contacts que j'ai lu leurs messages, et recevoir une confirmation de lecture des miens. Quel est le bon parcours? ;"Je sélectionne ensuite Messagerie.//Je sélectionne Paramètres.//J'active les Confirmations de lecture.//J'appuie sur l'icône tout en haut à gauche de l'application, pour accéder à mon profil.
";Je peux également activer les confirmations de lecture depuis mon PC.;D//B//A//C;BonParcours
MOB;Avance;MOB_AVA_FR_3;Fichiers;Je participe à une réunion à distance. Mon respondable est en train de partager les résultats trimestriels.  Je n'arrive pas à très bien à lire les chiffres des graphiques depuis mon PC. Comment faire pour obtenir un meilleur aperçu du contenu partagé? ;Je n'ai pas la main, je dois me contenter de ce qu'il projette.//Je peux effectuer un zoom avant ou arrière en maintenant la touche Ctrlet faire défiler avec la souris.// Je peux effectuer un zoom avant ou arrière en utilisant les raccourcis clavier Ctrl + et Ctrl -;;B//C;QCMMultiple
MOB;Avance;MOB_AVA_FR_4;Fichiers;Trouver l'intrus : Dans l'application mobile Teams, quelle option n'est pas disponible sur les fichiers? ;Partager//Copier le lien//Ouvrir dans l'application//Partager;;B;QCMMultipleImage
MOB;Avance;MOB_AVA_FR_5;Applications;Quel est le bon parcours pour accéder à mon OneDrive, alors que j'utilise l'application Teams pour mobile ? ;"J'appuie ensuite sur Fichiers.//J'appuie sur ""…"" dans la barre des icônes en bas.//J'accède ainsi à mon OneDrive ou aux fichiers que j'ai récemment consultés sur Teams.";;B//A//C;BonParcours
MOB;Avance;MOB_AVA_FR_6;Applications;Je suis dans la rue et je visualise une publicité intéressante, que je veux partager à Alex, notre graphiste. Quel est le bon parcours ? ;"J'appuie sur le bouton ""…"" (Plus) en bas à droite.//J'appuie sur Caméra et prends la photo de la publicité qui m'intéresse.//Je sélectionne Alex dans la liste proposée. //J'appuie sur le bouton violet ""OK"".
";;A//B//D//C;BonParcours
MOB;Avance;MOB_AVA_FR_7;Statut/Raccourcis;Quel est le bon parcours pour paramétrer les heures de réception de mes notifications mobiles?;Je clique sur Définir la disponibilité.//Je clique sur Profil.//Je vais dans les Paramètres de l'application mobile.//Je définis mes disponibilités en fonction des jours. ;Je définis les heures de réception des notifications pour réfléter mes heures de travail et pour réserver mes soirées et week-end sans bloquer les notifications .;C//B//A//D;BonParcours
MOB;Avance;MOB_AVA_FR_8;Statut/Raccourcis;Je souhaite paramétrer l'affichage de l'application Teams sur mobile pour qu'elle me fatigue moins les yeux. Quel est le bon parcours pour le faire? ;"J'active la fonctionnalité 'Thème foncé""//Je vais dans les Paramètres//Je dois redémarrer l'application pour que le nouveau paramétrage soit pris en compte";;B//A//C;BonParcours
MOB;Avance;MOB_AVA_FR_9;Appels;À partir de mon mobile, je peux enregistrer un message audio d'une durée maximum de: ;5 min//15 min//20 min//30 min ;En déplacement, je préfère envoyer des messages audio de moins de 5 min en donnant des informations claires et concises que mes collègues peuvent réécouter plus tard. ;B;QCMMultiple
MOB;Avance;MOB_AVA_FR_10;Appels;Il est 18H, je quitte le bureau. Je reçois un appel Teams d'Alex sur mon mobile. Je souhaite lui montrer le dernier Powerpoint sur lequel j'ai travaillé. Est-ce possible ? ;"Oui, pendant l'appel je clique sur ""…Plus d'option"" puis ""Partager""//Non, le partage de contenu n'est possible que sur l'application PC Teams. ";;A;QCMMultiple
MOB;Avance;MOB_AVA_FR_11;Calendrier;Si je crée une réunion Teams depuis mon calendrier Outlook, apparaîtra-t-elle dans mon calendrier Teams? ;Oui, mon calendrier Outlook est synchronisé avec mon calendrier Teams//Non, les 2 calendriers sont indépendants;;A;QCMUnique
MOB;Avance;MOB_AVA_FR_12;Calendrier;J'étais en congés la semaine dernière, je n'ai pas pu assister à la réunion hedbomadaire de l'équipe. Elle a été organisée depuis le canal de l'équipe et je sais qu'elle a été enregistrée. Où est-ce que je peux trouver cet enregistrement? ;Depuis mon calendrier Teams, j'ouvre la réunion de la semaine dernière et je vais dans l'onglet Conversation.//Je vais dans le canal où la réunion a été crée et je vais dans les commentaires de la publication.//Je sais que c'est mon responsable qui a enregistré la réunion, je consulte ces vidéos sur Microsoft Stream.//Les trois réponses citées ci-dessus. ;L'enregistrement des réunions, s'il est autorisé par l'entreprise, permet aux absents de prendre connaissance de la réunion, ou de revisionner individuellement des moments de cette réunion.;D;QCMMultiple
MOB;Avance;MOB_AVA_FR_13;Équipe/Discussions;Dans la partie Equipes de mon application mobile Teams, j'ai 20 équipes affichées, ce qui n'est pas très confortable. Comment réduire cette liste ? ;"En cliquant sur ""Afficher toutes les équipes"" en bas de la liste, et en désactivant certaines équipes//En cliquant sur la loupe à gauche des équipes//En cliquant sur la roue crantée à droite de la liste des équipes";Je peux moduler facilement l'affichage des équipes dans l'application mobile.;A//C;QCMMultiple
MOB;Avance;MOB_AVA_FR_14;Équipe/Discussions;Dans l'équipe Teams que j'ai avec mes collaborateurs, nous avons créé 99 canaux. Ils s'affichent tous lorsque je consulte l'équipe sur mon mobile. Comment réduire cette liste ? ;"En cliquant à droite du nom de l'équipe sur ""…"" puis sur ""Gérer les canaux""//En cliquant à droite du nom de l'équipe sur ""…"" puis "" Quitter l'équipe""//En cliquant à droite du nom de l'équipe sur ""…"" puis "" Supprimer l'équipe""";Je peux moduler facilement l'affichage des canaux dans l'application mobile.;A;QCMMultiple
