9075;THEMATIQUE          ;7;en;Files;;
14475;REPONSE             ;840;fr;Excel;;
14476;REPONSE             ;729;fr;Touche Windows;;
14477;REPONSE             ;578;fr;Je clique sur Modifier l'image.;;
14478;REPONSE             ;403;fr;Je créé un fichier Excel et je demande aux membres du canal de le compléter.;;
14479;REPONSE             ;794;fr;Ctrl 6;;
14480;REPONSE             ;631;fr;Je sélectionne Notifications du canal. ;;
14481;REPONSE             ;1189;fr;Je personnalise mon message de statut en mentionnant Julie comme personne à contacter. ;;
14482;REPONSE             ;1170;fr;Je vais sur ma publication et je clique sur l'emoji Fâché.;;
14483;REPONSE             ;836;fr;Je vais dans Paramètres.;;
14484;REPONSE             ;408;fr;Cette fonctionnalité n'existe pas dans Teams.;;
14485;REPONSE             ;869;fr;Je clique sur Modifier l'image.;;
14486;REPONSE             ;1150;fr;J'utilise l'ordinateur de l'hôtel mis à disposition de tous, je lance Office.com, je me connecte avec mon identifiant et mon mot de passe, et je choisis Teams.;;
14487;REPONSE             ;1151;fr;Faux;;
14488;REPONSE             ;441;fr;Faux;;
14489;REPONSE             ;295;fr;Pour finir, je sélectionne Alex dans la liste proposée. ;;
14490;REPONSE             ;233;fr;Pour commencer, je positionne ma souris dans la barre de recherche.;;
14491;REPONSE             ;1061;fr;Tous les participants.;;
14492;REPONSE             ;951;fr;Icône Micro ;;
14493;REPONSE             ;426;fr;Je l'appelle sur Teams.;;
14494;REPONSE             ;576;fr;Il lance un appel vidéo avec son manager. ;;
14495;REPONSE             ;724;fr;A droite, je clique sur l'icône Afficher et ajouter des participants.;;
14496;REPONSE             ;547;fr;Enfin, je clique sur Télécharger la liste d'assiduité.;;
14497;REPONSE             ;244;fr;Non, les paramétrages sont propres à chaque environnement : PC d'un côté, mobile de l'autre.;;
14498;REPONSE             ;200;fr;Je crée un canal privé au sein de mon équipe. ;;
14499;REPONSE             ;189;fr;Rejoindre une réunion.;;
14500;REPONSE             ;1139;fr;Je me place sur Répondre à la fin d'une publication.;;
14501;REPONSE             ;1175;fr;Faux;;
14502;REPONSE             ;838;fr;Oui, pendant l'appel je clique sur … (Plus d'option) puis sur Partager.;;
14503;REPONSE             ;755;fr;Mon micro est coupé.;;
14504;REPONSE             ;694;fr;Je n'ai plus qu'à compléter les détails de la réunion que je vais créer. ;;
14505;REPONSE             ;288;fr;Word;;
14506;REPONSE             ;77;fr;Mettre en forme mon message en cliquant sur l'icône Format en forme de A.;;
14507;REPONSE             ;1116;fr;Non je ne peux pas inviter autant de personnes à une réunion Teams. ;;
14508;REPONSE             ;191;fr;Il modifie son statut sur Ne pas déranger pour avancer sur ses tâches urgentes.;;
14509;REPONSE             ;533;fr;"Pour commencer, j''appuie sur l''icône avec les trois barres en haut à gauche de l''application pour accéder à mon profil.
";;
14510;REPONSE             ;36;fr;"J''ajoute Alex à l''appel en cours en cliquant sur Ajouter des participants.
";;
14511;REPONSE             ;886;fr;Excel;;
14512;REPONSE             ;461;fr;Onglet Plus;;
14513;REPONSE             ;293;fr;30 min ;;
14514;REPONSE             ;55;fr;Je vérifie son statut Teams. ;;
14515;REPONSE             ;756;fr;Pour commencer, je sélectionne mon casque dans les Périphériques Audio.;;
14516;REPONSE             ;671;fr;En cliquant sur la réunion depuis son calendrier Teams.;;
14517;REPONSE             ;575;fr;Faux, l'ordre des boutons n'est pas modifiable sur l'application mobile. ;;
14518;REPONSE             ;453;fr;Enfin, je définis mes disponibilités en fonction des jours. ;;
14519;REPONSE             ;1084;fr;Enfin, la réunion appelle automatiquement le participant.;;
14520;REPONSE             ;787;fr;Je vais sur ma publication et je clique sur Répondre.;;
14521;REPONSE             ;678;fr;Je sélectionne l'onglet Nouveautés.;;
14522;REPONSE             ;1118;fr;J'attends le retour de Julie. ;;
14523;REPONSE             ;865;fr;J'appelerai un à un les absents pour leur résumer le contenu de la réunion. ;;
14524;REPONSE             ;45;fr;Répondre à un message spécifique;;
14525;REPONSE             ;317;fr;Enfin, je rajoute l'URL du site internet.;;
14526;REPONSE             ;926;fr;Je télécharge le fichier dans l'onglet Fichiers de notre conversation privée.;;
14527;REPONSE             ;876;fr;Je crée une nouvelle réunion Teams.;;
14528;REPONSE             ;405;fr;J'ajoute un onglet avec un fichier PDF qui recense tout ce qu'il savoir sur l'équipe.;;
14529;REPONSE             ;551;fr;Mon statut Teams sera sur Absent(e) du bureau.;;
14530;REPONSE             ;231;fr;Partager une Fenêtre;;
14531;REPONSE             ;230;fr;Peut-être, mais il a surtout changé le thème de Teams en mode sombre.;;
14532;REPONSE             ;810;fr;Je clique sur les trois points … à côté du nom de l'équipe et je vais dans Gérer l'équipe.;;
14533;REPONSE             ;658;fr;Enfin je partage la fenêtre contenant la vidéo.;;
14534;REPONSE             ;819;fr;Icône Audio;;
14535;REPONSE             ;1205;fr;Enfin, je fais clic droit et je copie le lien.;;
14536;REPONSE             ;1173;fr;Je prends connaissance des deux ordres du jour.;;
14537;REPONSE             ;449;fr;Enfin, je tape le mot clé Appels dans la barre de recherche. ;;
14538;REPONSE             ;382;fr;J'utilise les touches MAJ + Entrée pour aller à la ligne.;;
14539;REPONSE             ;1136;fr;Je tape ensuite /.;;
14540;REPONSE             ;742;fr;Elle partage tout l'historique de conversation.;;
14541;REPONSE             ;257;fr;Un outil de gestion de projet déjà mis en place dans mon entreprise et qui s'intègre à Teams (Trello, Jira, Asana, …).;;
14542;REPONSE             ;393;fr;Je tape ensuite /.;;
14543;REPONSE             ;541;fr;Je sélectionne Notifications du canal. ;;
14544;REPONSE             ;68;fr;J'utilise l'application Sondage ou Forms qui sont intégrées à Teams.;;
14545;REPONSE             ;958;fr;Faux;;
14546;REPONSE             ;721;fr;Onglet Activités;;
14547;REPONSE             ;250;fr;Je lui dis que je suis disponible pour faire une réunion à 22 heures. ;;
14548;REPONSE             ;407;fr;Oui car je peux inviter jusqu'à 50 personnes dans une réunion Teams. ;;
14549;REPONSE             ;484;fr;Je télécharge une nouvelle image via la fenêtre.;;
14550;REPONSE             ;479;fr;Planificateur, qui est un outil Microsoft entièrement intégré à Teams et synchronisé avec Outlook.;;
14551;REPONSE             ;960;fr;Je peux flouter mon arrière-plan.;;
14552;REPONSE             ;941;fr;J'utilise l'ordinateur de l'hôtel mis à disposition de tous, je lance Office.com, je me connecte avec mon identifiant et mon mot de passe, et je choisis Teams.;;
14553;REPONSE             ;124;fr;J'utilise l'application Sondage ou Forms qui sont intégrées à Teams.;;
14554;REPONSE             ;371;fr;J'ajoute un onglet OneNote qui recense tout ce qu'il faut savoir sur l'équipe.;;
14555;REPONSE             ;693;fr;Dans l'onglet Notes de la réunion;;
14556;REPONSE             ;274;fr;J'utilise l'appareil photo de mon mobile, je la télécharge sur mon PC et je lui partage sur Teams.;;
14557;REPONSE             ;1122;fr;Enfin, je sélectionne l'onglet Windows ou MacOS.;;
14558;REPONSE             ;240;fr;Toutes les réponses ci-dessus;;
14559;REPONSE             ;17;fr;Tout d'abord, j'ouvre les Paramètres.;;
14560;REPONSE             ;560;fr;Dans ma liste d'équipes actives, je clique sur les …  à côté de l'équipe à archiver.;;
14561;REPONSE             ;272;fr;Non, les deux calendriers sont indépendants.;;
14562;REPONSE             ;236;fr;Mes appels entrants sont basculés automatiquement sur ma messagerie vocale.;;
14563;REPONSE             ;934;fr;Faux;;
14564;REPONSE             ;1183;fr;Envoyer une copie;;
14565;REPONSE             ;1155;fr;Je poste une nouvelle publication dans le canal privé Prévision des ventes.;;
14566;REPONSE             ;304;fr;Je vais dans le canal où la réunion a été créée et je vais dans les commentaires de la publication.;;
14567;REPONSE             ;146;fr;Je copie son message et le colle dans mon navigateur internet pour utiliser un traducteur grand public non sécurisé.;;
14568;REPONSE             ;489;fr;1 heure;;
14569;REPONSE             ;326;fr;Mes appels manqués.;;
14570;REPONSE             ;949;fr;Je commence par aller dans les Paramètres.;;
14571;REPONSE             ;596;fr;Mes appels entrants sont basculés automatiquement sur ma messagerie vocale.;;
14572;REPONSE             ;1197;fr;M'avertir lorsque le statut devient disponible ;;
14573;REPONSE             ;659;fr;Onglet Equipes;;
14574;REPONSE             ;532;fr;J'ai accès à ma messagerie vocale;;
14575;REPONSE             ;1019;fr;Vrai;;
14576;REPONSE             ;57;fr;Je publie ensuite un message avec un titre, des informations complémentaires et je mentionne le canal, afin de bien informer mes collègues.;;
14577;REPONSE             ;1131;fr;Image  ... ;;
14578;REPONSE             ;273;fr;J'ai paramétré mon message d'absence sur Outlook.;;
14579;REPONSE             ;635;fr;Oui, en donnant le contrôle à mon collègue.;;
14580;REPONSE             ;186;fr;J'appelle Alex depuis mon mobile et je le mets en haut parleur.;;
14581;REPONSE             ;677;fr;Enfin, je clique sur l'onglet Fichiers de la conversation pour accéder au fichier. ;;
14582;REPONSE             ;269;fr;Icône Participant;;
14583;REPONSE             ;997;fr;Je poste une publication contenant le lien du fichier et je mentionne le canal.;;
14584;REPONSE             ;1109;fr;Je commence par appuyer sur le bouton … (Plus) en bas à droite de l'application mobile.;;
14585;REPONSE             ;118;fr;J'envoie un email.;;
14586;REPONSE             ;600;fr;Oui;;
14587;REPONSE             ;1083;fr;Je crée une équipe à deux dans Teams et je lui partage le fichier.;;
14588;REPONSE             ;264;fr;Les réactions à mes publications dans les canaux.;;
14589;REPONSE             ;714;fr;Je peux attribuer une sonnerie spécifique pour les Appels délégués.;;
14590;REPONSE             ;1208;fr;Créer un OneNote et demander à chacun de le remplir.;;
14591;REPONSE             ;866;fr;Faux;;
14592;REPONSE             ;1105;fr;J'utilise la fonctionnalité Ajouter des participants et je compose son numéro.;;
14593;REPONSE             ;583;fr;Vrai, je peux le définir de la même façon que dans Outlook.;;
14594;REPONSE             ;175;fr;Jour;;
14595;REPONSE             ;87;fr;J'appelle Alex pour lui demander dans quelle équipe il avait posté son message.;;
14596;REPONSE             ;20;fr;Icône Joindre;;
14597;REPONSE             ;1144;fr;Je quitte certaines équipes, au risque de perdre de l'information.;;
14598;REPONSE             ;747;fr;Dans l'onglet Conversations;;
14599;REPONSE             ;155;fr;Vrai;;
14600;REPONSE             ;344;fr;J'ai prévenu tout le monde par email que j'ai pris ma semaine. ;;
14601;REPONSE             ;468;fr;L'icône Clôche;;
14602;REPONSE             ;1096;fr;De jouer avec mes clés pendant la réunion.;;
14603;REPONSE             ;650;fr;Une présentation PowerPoint;;
14604;REPONSE             ;206;fr;Tout d'abord, je vais dans l'équipe Teams où se trouve le fichier.;;
14605;REPONSE             ;594;fr;J'ajoute un commentaire en le @mentionnant sur la cellule concernée et je lui envoie un message sur Teams.;;
14606;REPONSE             ;932;fr;Il crée une conversation de groupe.;;
14607;REPONSE             ;435;fr;Je l'appelle mais il est 23h au Japon… ;;
14608;REPONSE             ;183;fr;Non, cela fera disparaitre la mention.;;
14609;REPONSE             ;11;fr;Je vais dans Confidentialité.;;
14610;REPONSE             ;162;fr;Modifier la description et le nom d'une équipe.;;
14611;REPONSE             ;1033;fr;J'invente une excuse pour sortir de la salle de réunion.;;
14612;REPONSE             ;891;fr;Télécharger;;
14613;REPONSE             ;469;fr;Je poste une publication contenant le lien du fichier et je mentionne le canal.;;
14614;REPONSE             ;881;fr;Je télécharge le fichier dans l'onglet Fichiers de notre conversation privée.;;
14615;REPONSE             ;119;fr;Onglet Activité;;
14616;REPONSE             ;391;fr;Je commence par aller dans mes Conversations.;;
14617;REPONSE             ;791;fr;Ce n'est pas possible aujourd'hui dans Teams.;;
14618;REPONSE             ;414;fr;Je fais un clic droit sur la vidéo d'Alex.;;
14619;REPONSE             ;982;fr;Je poste une nouvelle publication dans le canal privé Prévision des ventes.;;
14620;REPONSE             ;1203;fr;Je vais sur le canal RH de notre équipe Teams, je clique droit et je choisis Obtenir l'adresse email : je peux ainsi transférer le mail d'origine à mon équipe dans Teams. ;;
14621;REPONSE             ;1039;fr;Envoyer un message audio;;
14622;REPONSE             ;883;fr;Je poste un message dans le une conversation de groupe.;;
14623;REPONSE             ;798;fr;J'envoie un email.;;
14624;REPONSE             ;695;fr;Il n'y a pas d'astuce. ;;
14625;REPONSE             ;1059;fr;Je l'épingle à un canal.;;
14626;REPONSE             ;1058;fr;Ce n'est pas possible, la co-édition ne fonctionne pas lorsque l'on est en réunion.;;
14627;REPONSE             ;238;fr;J'active les notifications du canal RH.;;
14628;REPONSE             ;196;fr;Je demande à tous les participants qui vont présenter d'activer les sous-titrages dans Powerpoint.;;
14629;REPONSE             ;145;fr;Je copie le lien du fichier et je le lui envoie dans notre conversation privée.;;
14630;REPONSE             ;998;fr;Statut Occupé;;
14631;REPONSE             ;933;fr;Les conversations privées.;;
14632;REPONSE             ;181;fr;Icône Activité;;
14633;REPONSE             ;27;fr;Dans l'onglet Conversation;;
14634;REPONSE             ;494;fr;J'ai paramétré mon message d'absence sur Outlook.;;
14635;REPONSE             ;229;fr;Transférer mes appels;;
14636;REPONSE             ;369;fr;Cette liste n'existe pas. ;;
14637;REPONSE             ;750;fr;1 heure;;
14638;REPONSE             ;277;fr;Toutes les conversations seront supprimées mais les fichiers seront accessibles depuis le Sharepoint de l'équipe. ;;
14639;REPONSE             ;140;fr;Je peux effectuer un zoom avant/arrière en utilisant les raccourcis clavier Ctrl + et Ctrl - .;;
14640;REPONSE             ;766;fr;L'icône Plus;;
14641;REPONSE             ;217;fr;Ctrl 6;;
14642;REPONSE             ;1017;fr;Occupé;;
14643;REPONSE             ;498;fr;Icône Format;;
14644;REPONSE             ;511;fr;Les participants pourront se déplacer dans différentes diapositives sans interrompre la présentation principale.;;
14645;REPONSE             ;700;fr;Je sélectionne l'application Planificateur.;;
14646;REPONSE             ;952;fr;Vrai;;
14647;REPONSE             ;213;fr;Je commence par ouvrir l'application mobile et je vais dans l'onglet Conversation.;;
14648;REPONSE             ;552;fr;Vrai, en appuyant sur l'onglet … (Plus) en bas à droite de l'interface,je peux Réorganiser les éléments par rapport aux autres.;;
14649;REPONSE             ;1071;fr;Il ne fait pas partie de mon organisation, il n'a pas accès à l'enregistrement.;;
14650;REPONSE             ;1013;fr;Si la fonctionnalité est disponible dans mon entreprise, je peux enregistrer la réunion pour les absents.;;
14651;REPONSE             ;780;fr;Je clique sur Autres options … pour accéder à la liste des vues par membre.;;
14652;REPONSE             ;75;fr;De ne pas utiliser un casque ou des écouteurs pour mieux entendre et être mieux entendu.e.;;
14653;REPONSE             ;60;fr;Je clique sur le bouton Publier dans plusieurs canaux.;;
14654;REPONSE             ;1086;fr;Statut Disponible;;
14655;REPONSE             ;245;fr;Je clique sur …  à droite du nom de l'équipe, puis sur Gérer l'équipe et sur Membres.;;
14656;REPONSE             ;1001;fr;Il lance un appel vidéo avec son manager. ;;
14657;REPONSE             ;915;fr;Je demande à mon responsable s'il connaît le numéro de Martin L. .;;
14658;REPONSE             ;368;fr;Toutes les réponses ci-dessus;;
14659;REPONSE             ;1038;fr;Oui car je peux inviter jusqu'à 300 personnes dans une réunion Teams. ;;
14660;REPONSE             ;379;fr;Je vais dans ma conversation avec Bruno, et je colle le lien copié.;;
14661;REPONSE             ;208;fr;…sont créées à partir des équipes.;;
14662;REPONSE             ;585;fr;Réponse C. ;;
14663;REPONSE             ;704;fr;Mentionner des personnes spécifiques.;;
14664;REPONSE             ;680;fr;Mes collègues sont partis prendre un café.;;
14665;REPONSE             ;313;fr;30 min ;;
14666;REPONSE             ;900;fr;Enfin, je clique sur Epingler.;;
14667;REPONSE             ;442;fr;Tant pis, je n'assiste pas à la réunion.;;
14668;REPONSE             ;668;fr;J'ai prévenu tout le monde par email que j'ai pris ma semaine. ;;
14669;REPONSE             ;1045;fr;Pour finir, je sélectionne Alex dans la liste proposée. ;;
14670;REPONSE             ;957;fr;Icône Format;;
14671;REPONSE             ;604;fr;Une fois le document ouvert, je clique sur le nom du document en haut de l'interface.;;
14672;REPONSE             ;452;fr;Je commence par cliquer sur ma photo de profil.;;
14673;REPONSE             ;645;fr;Faux;;
14674;REPONSE             ;259;fr;Icône Joindre;;
14675;REPONSE             ;609;fr;Réponse C. ;;
14676;REPONSE             ;1051;fr;Partager;;
14677;REPONSE             ;936;fr;Enfin, je sélectionne l'option Archiver l'équipe et je définis l'accès au Sharepoint associé.;;
14678;REPONSE             ;795;fr;45 min;;
14679;REPONSE             ;732;fr;Je clique ensuite sur l'icône Format pour mettre en forme ma nouvelle publication.;;
14680;REPONSE             ;63;fr;Je peux effectuer un zoom avant/arrière en utilisant les raccourcis clavier Ctrl + et Ctrl - .;;
14681;REPONSE             ;1007;fr;Je sélectionne Paramètres.;;
14682;REPONSE             ;147;fr;Icône Lever la main ;;
14683;REPONSE             ;1154;fr;Enfin, je clique sur le bouton Réunion Teams.;;
14684;REPONSE             ;572;fr;Je commence par aller dans les Paramètres.;;
14685;REPONSE             ;565;fr;Enfin, je sélectionne la version que je souhaite récupérer dans la fenêtre de droite. ;;
14686;REPONSE             ;863;fr;Le navigateur Safari;;
14687;REPONSE             ;276;fr;J'ouvre l'enregistrement sur Microsoft Stream et je modifie les autorisations de la vidéo. ;;
14688;REPONSE             ;1163;fr;Vrai;;
14689;REPONSE             ;1005;fr;Dans l'onglet Appels ;;
14690;REPONSE             ;1193;fr;J'utilise la fonctionnalité Répondre par un message instantané dans Outlook pour répondre sur Teams. ;;
14691;REPONSE             ;1103;fr;Je clique sur ma photo de profil.;;
14692;REPONSE             ;470;fr;Les trois réponses citées ci-dessus. ;;
14693;REPONSE             ;367;fr;Vrai, c'est même recommandé !;;
14694;REPONSE             ;814;fr;Dans l'onglet Appels ;;
14695;REPONSE             ;689;fr;Définir plusieurs propriétaires permet aux autres propriétaires de continuer à gérer les paramètres et les droits de l'équipe, même en cas d'absence. ;;
14696;REPONSE             ;821;fr;Que les fichiers sont accessibles depuis le Sharepoint de l'équipe. ;;
14697;REPONSE             ;450;fr;Réponse D. ;;
14698;REPONSE             ;207;fr;Je vais sur ma publication et je clique sur … (Plus d'options) et Modifier.;;
14699;REPONSE             ;820;fr;Mon micro est coupé.;;
14700;REPONSE             ;308;fr;Depuis mon calendrier Teams, je modifie ma réponse en cliquant sur Refuser et en ajoutant un commentaire.;;
14701;REPONSE             ;1091;fr;Je leur transfère la procédure interne par email. ;;
14702;REPONSE             ;818;fr;J'attends le retour de Julie. ;;
14703;REPONSE             ;935;fr;Non, les paramétrages sont propres à chaque environnement : PC d'un côté, mobile de l'autre.;;
14704;REPONSE             ;857;fr;Je peux déléguer ou transférer mes appels.;;
14705;REPONSE             ;205;fr;Mon collègue a envoyé un message Urgent dans notre conversation : en rédigeant son message, il l'a doté d'un caractère urgent, je suis donc notifié.e toutes les 2 minutes pendant 20 minutes.;;
14706;REPONSE             ;286;fr;Faux;;
14707;REPONSE             ;516;fr;Je l'épingle dans ma barre de tâches. ;;
14708;REPONSE             ;1077;fr;Je lui envoie un email avec une capture d'écran de la formule.;;
14709;REPONSE             ;1050;fr;Activer ma caméra;;
14710;REPONSE             ;1027;fr;Oui depuis Teams, je peux créer une nouvelle réunion avec une périodicité ;;
14711;REPONSE             ;530;fr;Pour commencer, je vais dans les Paramètres de l'application mobile.;;
14712;REPONSE             ;115;fr;Je télécharge le fichier sur mon PC et je lui envoie par email.;;
14713;REPONSE             ;406;fr;Onglet Activité;;
14714;REPONSE             ;841;fr;J'active les notifications de l'équipe.;;
14715;REPONSE             ;177;fr;Je fais un clic droit sur la vidéo d'Alex.;;
14716;REPONSE             ;776;fr;Un nouveau fichier.;;
14717;REPONSE             ;271;fr;Je crée une équipe.;;
14718;REPONSE             ;636;fr;Icône Activité;;
14719;REPONSE             ;457;fr;Ce n'est pas possible, si je n'ai pas de réseau internet, je ne peux pas rejoindre les réunions Teams.;;
14720;REPONSE             ;754;fr;Faux;;
14721;REPONSE             ;518;fr;Une nouvelle image/vidéo.;;
14722;REPONSE             ;505;fr;Je clique sur Afficher les raccourcis pour toutes les plateformes.;;
14723;REPONSE             ;1087;fr;Tant pis, je n'assiste pas à la réunion.;;
14724;REPONSE             ;416;fr;Oui depuis Teams, je peux créer une nouvelle réunion avec une périodicité ;;
14725;REPONSE             ;401;fr; Zone Saisir les informations de la réunion;;
14726;REPONSE             ;712;fr;Utiliser le mode Annonce.;;
14727;REPONSE             ;171;fr;5 min;;
14728;REPONSE             ;81;fr;Oui, sur mobile je retrouve également les applications épinglées aux canaux très facilement.;;
14729;REPONSE             ;745;fr;Non, j'ai besoin de mon PC pour accéder à cette chaîne Stream. ;;
14730;REPONSE             ;331;fr;Enfin, je désactive le champ Courriers concernant les activités manquées.;;
14731;REPONSE             ;907;fr;Ouvrir dans l'application;;
14732;REPONSE             ;61;fr;La réunion est en cours.;;
14733;REPONSE             ;44;fr;Elle change la vue de son calendrier pour voir ses créneaux disponibles de la journée.;;
14734;REPONSE             ;1041;fr;Je n'ai pas la main, je dois me contenter de ce qu'il projette.;;
14735;REPONSE             ;438;fr;Je lui partage le lien OneDrive du fichier dans notre conversation privée. ;;
14736;REPONSE             ;654;fr;J'active la fonctionnalité 'Thème foncé.;;
14737;REPONSE             ;509;fr;En cliquant sur la réunion depuis son calendrier Teams.;;
14738;REPONSE             ;101;fr;J'ajoute un onglet avec un fichier PDF qui recense tout ce qu'il savoir sur l'équipe.;;
14739;REPONSE             ;1102;fr;…sont créées à partir des équipes.;;
14740;REPONSE             ;320;fr;Il crée une conversation de groupe.;;
14741;REPONSE             ;180;fr;Oui, mon calendrier Outlook est synchronisé avec mon calendrier Teams.;;
14742;REPONSE             ;261;fr;Enfin, je sélectionne la version que je souhaite récupérer dans la fenêtre de droite. ;;
14743;REPONSE             ;529;fr;Toutes les réponses citées ci-dessus.;;
14744;REPONSE             ;312;fr;Icône Répondre;;
14745;REPONSE             ;811;fr;Ctrl -;;
14746;REPONSE             ;702;fr;J'appelle l'organisateur de la réunion et je lui demande de changer l'horaire de la réunion.;;
14747;REPONSE             ;651;fr;Je commence par cliquer sur les trois points … à côté du canal.;;
14748;REPONSE             ;179;fr;Zone Ajouter un titre;;
14749;REPONSE             ;49;fr;Semaine de travail;;
14750;REPONSE             ;460;fr;J'utilise la fonctionnalité Quitter l'équipe en cliquant sur sur les trois points … à droite du nom de l'équipe.;;
14751;REPONSE             ;387;fr;Un nouveau fichier.;;
14752;REPONSE             ;265;fr;Nous pouvons utiliser un bloc-notes OneNote pour brainstormer.;;
14753;REPONSE             ;984;fr;Mon statut Teams sera sur Absent(e) du bureau.;;
14754;REPONSE             ;923;fr;A poursuivre les échanges APRES la réunion.;;
14755;REPONSE             ;161;fr;Je sélectionne Gérer les délégués tout en bas.;;
14756;REPONSE             ;803;fr;Je vais dans l'onglet Calendrier.;;
14757;REPONSE             ;844;fr;Mes appels manqués.;;
14758;REPONSE             ;556;fr;J'épingle le site web de la formation à notre canal Veille et formation.;;
14759;REPONSE             ;1015;fr;Copier le lien;;
14760;REPONSE             ;761;fr;C'est possible, nous verrons les positions de chacun dans le fichier via des couleurs.;;
14761;REPONSE             ;1148;fr;Il n'y a pas d'astuce. ;;
14762;REPONSE             ;793;fr;Je peux le faire depuis Outlook, via le bouton Option de réponse je peux choisir de désactiver le transfert. ;;
14763;REPONSE             ;97;fr;Je clique sur la conversation pour l'ouvrir.;;
14764;REPONSE             ;39;fr;J'ouvre la réunion sur Outlook et j'utilise l'option Proposition d'un nouvel horaire. ;;
14765;REPONSE             ;1192;fr;Je crée une nouvelle équipe.;;
14766;REPONSE             ;1074;fr;Yammer;;
14767;REPONSE             ;172;fr;Icône …;;
14773;REPONSE             ;605;fr;J'utilise la fonctionnalité Praise/ Féliciter dans notre équipe Teams ainsi les autres membres de l'équipe pourront réagir directement à ma publication. ;;
14774;REPONSE             ;466;fr;En décrochant un autre appel simultanément, je mets automatiquement l'appel en cours en attente.;;
14775;REPONSE             ;350;fr;Je lance une conversation de groupe avec tous les participants de la réunion.;;
14776;REPONSE             ;425;fr;Je sélectionne Gérer les délégués tout en bas.;;
14777;REPONSE             ;566;fr;Enfin, j'ajoute mes délégués dans l'onglet Vos délégués.;;
14778;REPONSE             ;1186;fr; Icône Conversation ;;
14779;REPONSE             ;938;fr;L'icône Clôche;;
14780;REPONSE             ;321;fr;Faux;;
14781;REPONSE             ;759;fr;J'active les notifications du canal RH.;;
14782;REPONSE             ;899;fr;Enfin, je sélectionne Afficher les paramètres de périphérique.;;
14783;REPONSE             ;815;fr;Je demande à mon responsable s'il connaît le numéro de Martin L. .;;
14784;REPONSE             ;550;fr;Je peux prendre une photo directement depuis l'application Teams !;;
14785;REPONSE             ;364;fr;Absent;;
14786;REPONSE             ;613;fr;Je vais dans l'onglet Activité.;;
14787;REPONSE             ;584;fr;Icône Vidéo;;
14788;REPONSE             ;1141;fr;Icône Emoji;;
14789;REPONSE             ;192;fr;En bas de la liste de mes équipes, je clique sur l'icône Gérer les équipes.;;
14790;REPONSE             ;210;fr;Je commence par sélectionner le canal et je clique sur le + à droite des onglets.;;
14791;REPONSE             ;743;fr;Je le partage depuis mon OneDrive dans la conversation de la réunion.;;
14792;REPONSE             ;972;fr;Je reçois une notification Teams m'informant que quelqu'un a démarré la réunion.;;
14793;REPONSE             ;843;fr;D'abord, je vais dans l'onglet Conversation.;;
14794;REPONSE             ;455;fr;Des Emojis.;;
14795;REPONSE             ;1137;fr;Icône Lever la main ;;
14796;REPONSE             ;598;fr;Icône Commentaires;;
14797;REPONSE             ;163;fr;Je dois demander aux services généraux si la salle de réunion dispose d'un téléphone. ;;
14798;REPONSE             ;376;fr;Je redémarre enfin l'application pour que le nouveau paramétrage soit pris en compte.;;
14799;REPONSE             ;184;fr;Ce n'est pas possible, il vaut mieux lancer un appel audio avec ces personnes.;;
14800;REPONSE             ;301;fr;Je sélectionne Copier le lien.;;
14801;REPONSE             ;665;fr;Je crée une équipe à deux dans Teams et je lui partage le fichier.;;
14802;REPONSE             ;927;fr;Je personnalise mon message de statut en mentionnant Julie comme personne à contacter. ;;
14803;REPONSE             ;493;fr;Créer une nouvelle réunion.;;
14804;REPONSE             ;122;fr;Icône Forms ;;
14805;REPONSE             ;948;fr;Je clique sur les trois points … à côté du nom de l'équipe et je clique sur Ajouter un membre.;;
14806;REPONSE             ;62;fr;Je clique sur …  à droite du nom de l'équipe, puis sur Paramètres, la date d'expiration de l'équipe se situe en bas de la page.;;
14807;REPONSE             ;1130;fr;Pour partager un fichier à co-éditer avec l'ensemble de l'équipe. ;;
14808;REPONSE             ;235;fr;Je sélectionne le fichier qui m'intéresse.;;
14809;REPONSE             ;121;fr;Faux;;
14810;REPONSE             ;639;fr;Je tape ensuite le nom de l'expert en droit commercial dans la zone de saisie.;;
14811;REPONSE             ;70;fr;Je commence par cliquer sur les trois points … dans le bandeau gauche.;;
14812;REPONSE             ;53;fr;Oui, je peux nommer l'équipe, lui donner une description et même définir si elle est privée ou publique.;;
14813;REPONSE             ;24;fr;Mon micro est coupé mais Teams a détecté que je parlais, le message Votre microphone est coupé s'affiche donc.;;
14814;REPONSE             ;428;fr;Je commence par cliquer sur ma photo de profil.;;
14815;REPONSE             ;412;fr;Oui bien sûr !;;
14816;REPONSE             ;275;fr;Je clique sur mon avatar ou mes initiales si je n'ai pas déjà chargé une photo.;;
14817;REPONSE             ;356;fr;Peut-être, mais il a surtout changé le thème de Teams en mode sombre.;;
14818;REPONSE             ;1104;fr;J'appelerai un à un les absents pour leur résumer le contenu de la réunion. ;;
14819;REPONSE             ;616;fr;Pour décider des horaires de la prochaine réunion.;;
14820;REPONSE             ;620;fr;Enfin, je sélectionne Gérer l'accès prioritaire.;;
14821;REPONSE             ;854;fr;Une fenêtre spécifique;;
14822;REPONSE             ;69;fr;Je tape le nom du fichier dans la barre de recherche et je filtre sur Fichiers.;;
14823;REPONSE             ;1010;fr;Transférer mes appels;;
14824;REPONSE             ;555;fr;Icône Appel audio;;
